Greenhous Gas Concentrations and Forcing
   Age     CO2       CH4       Fghgs
 465.8    203.74    446.57    -1.997
 466.0    203.60    453.55    -1.992
 466.2    203.47    460.53    -1.987
 466.4    203.63    467.51    -1.973
 466.6    203.94    474.49    -1.954
 466.8    204.25    481.47    -1.936
 467.0    204.56    488.37    -1.918
 467.2    204.88    490.99    -1.904
 467.4    205.19    491.13    -1.895
 467.6    205.49    491.16    -1.886
 467.8    205.76    480.57    -1.891
 468.0    206.03    463.02    -1.905
 468.2    206.30    445.46    -1.920
 468.4    207.92    431.52    -1.890
 468.6    211.61    432.41    -1.778
 468.8    215.05    434.90    -1.674
 469.0    216.42    437.40    -1.630
 469.2    217.38    439.89    -1.599
 469.4    218.38    442.75    -1.567
 469.6    221.58    449.35    -1.466
 469.8    226.05    456.91    -1.330
 470.0    229.44    464.47    -1.226
 470.2    230.59    472.02    -1.185
 470.4    231.67    479.51    -1.146
 470.6    233.26    482.27    -1.099
 470.8    237.71    482.18    -0.979
 471.0    242.43    482.08    -0.855
 471.2    243.77    481.99    -0.820
 471.4    243.81    481.90    -0.819
 471.6    243.86    481.02    -0.819
 471.8    244.14    474.06    -0.820
 472.0    245.12    465.81    -0.806
 472.2    245.14    457.56    -0.816
 472.4    244.27    449.31    -0.849
 472.6    243.40    441.84    -0.882
 472.8    242.53    442.66    -0.904
 473.0    241.66    445.72    -0.922
 473.2    240.47    448.77    -0.950
 473.4    238.94    451.82    -0.986
 473.6    237.40    454.88    -1.023
 473.8    235.87    458.23    -1.060
 474.0    234.34    461.76    -1.096
 474.2    233.15    465.29    -1.124
 474.4    233.03    468.82    -1.122
 474.6    232.98    472.35    -1.119
 474.8    232.93    476.61    -1.115
 475.0    232.88    482.18    -1.109
 475.2    232.89    487.78    -1.102
 475.4    233.50    493.37    -1.078
 475.6    234.25    498.97    -1.051
 475.8    235.00    504.05    -1.024
 476.0    235.74    506.93    -1.001
 476.2    236.48    509.54    -0.978
 476.4    237.07    512.15    -0.959
 476.6    237.60    514.76    -0.941
 476.8    238.14    517.33    -0.924
 477.0    238.68    519.78    -0.906
 477.2    238.87    522.21    -0.898
 477.4    238.02    524.65    -0.918
 477.6    237.10    527.02    -0.940
 477.8    235.49    524.11    -0.986
 478.0    232.90    517.88    -1.064
 478.2    229.95    511.65    -1.152
 478.4    226.44    505.41    -1.257
 478.6    222.93    499.18    -1.364
 478.8    220.44    499.42    -1.434
 479.0    219.49    506.38    -1.452
 479.2    219.15    513.35    -1.454
 479.4    220.13    520.32    -1.417
 479.6    221.16    527.28    -1.379
 479.8    222.19    524.46    -1.353
 480.0    223.22    509.89    -1.342
 480.2    223.74    501.17    -1.338
 480.4    223.65    496.82    -1.346
 480.6    223.56    492.83    -1.354
 480.8    223.47    493.92    -1.355
 481.0    223.43    496.69    -1.353
 481.2    224.07    499.46    -1.331
 481.4    224.94    502.22    -1.303
 481.6    225.81    504.39    -1.276
 481.8    226.68    505.01    -1.251
 482.0    227.58    505.55    -1.225
 482.2    228.53    506.10    -1.198
 482.4    229.49    506.83    -1.171
 482.6    230.44    508.82    -1.142
 482.8    231.28    511.06    -1.117
 483.0    231.40    513.30    -1.110
 483.2    231.40    515.57    -1.108
 483.4    231.39    520.45    -1.102
 483.6    231.38    527.03    -1.094
 483.8    231.35    533.61    -1.087
 484.0    231.32    540.19    -1.080
 484.2    231.29    543.59    -1.077
 484.4    231.26    543.43    -1.078
 484.6    231.54    543.26    -1.070
 484.8    231.98    543.10    -1.058
 485.0    232.41    545.60    -1.044
 485.2    232.85    552.01    -1.024
 485.4    233.00    558.45    -1.012
 485.6    232.97    564.89    -1.005
 485.8    232.95    570.22    -1.000
 486.0    232.90    574.00    -0.997
 486.2    232.59    577.78    -1.001
 486.4    232.18    581.47    -1.008
 486.6    231.77    582.74    -1.017
 486.8    231.54    582.93    -1.023
 487.0    232.79    583.12    -0.989
 487.2    234.37    584.02    -0.945
 487.4    235.95    591.43    -0.894
 487.6    237.47    600.40    -0.843
 487.8    238.83    609.37    -0.797
 488.0    240.20    616.06    -0.753
 488.2    241.54    618.59    -0.715
 488.4    241.68    621.03    -0.708
 488.6    241.19    622.98    -0.719
 488.8    245.24    616.27    -0.621
 489.0    251.72    606.41    -0.466
 489.2    251.31    596.56    -0.488
 489.4    249.80    587.02    -0.537
 489.6    245.90    578.87    -0.646
 489.8    242.71    570.89    -0.739
 490.0    242.86    562.91    -0.744
 490.2    243.05    561.43    -0.741
 490.4    243.26    568.57    -0.727
 490.6    243.99    575.74    -0.700
 490.8    244.90    581.70    -0.669
 491.0    245.82    573.13    -0.655
 491.2    246.48    560.33    -0.653
 491.4    245.89    547.53    -0.684
 491.6    245.12    535.19    -0.719
 491.8    244.36    525.95    -0.749
 492.0    243.53    517.30    -0.782
 492.2    242.50    508.65    -0.819
 492.4    241.46    501.32    -0.856
 492.6    240.42    500.36    -0.884
 492.8    239.68    500.23    -0.904
 493.0    239.52    500.11    -0.909
 493.2    239.37    501.04    -0.911
 493.4    239.23    505.17    -0.910
 493.6    239.05    509.53    -0.909
 493.8    238.85    513.88    -0.909
 494.0    238.65    515.25    -0.913
 494.2    238.44    510.11    -0.925
 494.4    238.35    504.74    -0.934
 494.6    238.39    499.38    -0.939
 494.8    238.43    497.34    -0.941
 495.0    238.46    501.96    -0.934
 495.2    238.35    506.77    -0.931
 495.4    238.12    511.58    -0.931
 495.6    237.89    515.14    -0.933
 495.8    237.66    517.09    -0.937
 496.0    237.37    519.03    -0.942
 496.2    237.07    520.94    -0.948
 496.4    236.76    520.74    -0.956
 496.6    236.49    519.29    -0.965
 496.8    236.46    517.85    -0.968
 497.0    236.48    516.27    -0.969
 497.2    236.50    513.75    -0.972
 497.4    236.29    511.05    -0.981
 497.6    235.34    508.34    -1.010
 497.8    234.33    506.35    -1.039
 498.0    233.32    506.93    -1.066
 498.2    232.53    507.76    -1.087
 498.4    231.96    508.58    -1.101
 498.6    231.39    508.11    -1.117
 498.8    230.83    505.54    -1.136
 499.0    230.67    502.93    -1.143
 499.2    230.71    500.34    -1.145
 499.4    230.75    498.72    -1.146
 499.6    230.71    497.73    -1.149
 499.8    230.15    496.75    -1.165
 500.0    229.47    496.20    -1.185
 500.2    228.79    499.50    -1.199
 500.4    228.43    503.72    -1.204
 500.6    229.04    507.94    -1.182
 500.8    229.71    511.85    -1.159
 501.0    230.38    514.55    -1.137
 501.2    230.85    517.12    -1.121
 501.4    230.95    519.70    -1.115
 501.6    231.05    521.46    -1.110
 501.8    231.15    520.36    -1.109
 502.0    231.32    519.01    -1.106
 502.2    231.54    517.69    -1.101
 502.4    231.76    516.95    -1.096
 502.6    231.96    516.44    -1.091
 502.8    232.04    515.93    -1.090
 503.0    232.08    515.87    -1.089
 503.2    232.12    522.44    -1.080
 503.4    232.27    531.22    -1.065
 503.6    232.79    540.01    -1.040
 503.8    233.35    548.38    -1.015
 504.0    233.91    554.03    -0.993
 504.2    234.11    559.19    -0.981
 504.4    234.05    564.25    -0.977
 504.6    233.99    558.85    -0.985
 504.8    234.01    546.30    -0.999
 505.0    234.40    533.74    -1.004
 505.2    234.82    528.14    -0.999
 505.4    235.24    541.08    -0.972
 505.6    235.53    555.02    -0.948
 505.8    235.66    568.97    -0.928
 506.0    235.78    580.61    -0.911
 506.2    235.91    586.77    -0.900
 506.4    236.31    592.69    -0.883
 506.6    236.93    598.60    -0.860
 506.8    237.55    597.03    -0.845
 507.0    238.08    589.08    -0.840
 507.2    237.89    581.13    -0.854
 507.4    237.55    574.49    -0.871
 507.6    237.21    575.66    -0.879
 507.8    237.39    578.12    -0.871
 508.0    238.25    580.58    -0.845
 508.2    239.12    579.27    -0.823
 508.4    239.96    572.89    -0.809
 508.6    239.20    566.49    -0.836
 508.8    237.39    560.09    -0.892
 509.0    235.59    553.80    -0.948
 509.2    233.88    547.64    -1.001
 509.4    233.97    541.49    -1.006
 509.6    234.76    535.37    -0.992
 509.8    235.56    530.94    -0.976
 510.0    236.24    527.41    -0.962
 510.2    236.08    523.88    -0.971
 510.4    235.75    520.21    -0.984
 510.6    235.43    514.40    -1.000
 510.8    235.59    507.82    -1.004
 511.0    237.31    501.24    -0.966
 511.2    239.15    495.33    -0.924
 511.4    240.98    492.71    -0.879
 511.6    241.59    490.54    -0.866
 511.8    240.59    488.37    -0.895
 512.0    239.58    486.92    -0.924
 512.2    238.59    486.63    -0.950
 512.4    238.41    486.36    -0.955
 512.6    238.68    486.10    -0.948
 512.8    238.95    486.42    -0.941
 513.0    239.26    487.05    -0.932
 513.2    239.85    487.68    -0.915
 513.4    240.49    488.52    -0.897
 513.6    241.13    490.56    -0.878
 513.8    241.68    492.79    -0.861
 514.0    242.10    495.02    -0.847
 514.2    242.51    497.61    -0.833
 514.4    242.98    500.71    -0.817
 514.6    244.05    503.81    -0.785
 514.8    245.28    506.97    -0.749
 515.0    246.52    510.48    -0.713
 515.2    247.07    514.06    -0.694
 515.4    246.76    517.63    -0.698
 515.6    246.45    504.64    -0.722
 515.8    246.16    483.11    -0.756
 516.0    245.93    479.23    -0.767
 516.2    245.71    483.81    -0.767
 516.4    245.50    499.41    -0.753
 516.6    245.41    504.89    -0.748
 516.8    245.35    507.72    -0.746
 517.0    245.29    507.76    -0.748
 517.2    245.76    507.55    -0.736
 517.4    246.53    507.50    -0.716
 517.6    247.30    508.79    -0.695
 517.8    247.38    510.38    -0.691
 518.0    246.67    511.75    -0.707
 518.2    245.96    509.07    -0.729
 518.4    245.27    504.84    -0.752
 518.6    244.65    500.68    -0.773
 518.8    244.02    500.76    -0.790
 519.0    243.50    503.34    -0.800
 519.2    243.31    505.93    -0.802
 519.4    243.15    508.52    -0.803
 519.6    242.98    511.10    -0.804
 519.8    242.82    513.69    -0.805
 520.0    242.66    516.28    -0.806
 520.2    242.49    518.86    -0.807
 520.4    242.33    521.45    -0.808
 520.6    242.17    523.61    -0.809
 520.8    242.00    523.36    -0.814
 521.0    241.10    522.73    -0.839
 521.2    239.56    522.18    -0.880
 521.4    238.01    524.73    -0.918
 521.6    236.81    528.80    -0.945
 521.8    236.45    532.87    -0.950
 522.0    236.13    532.36    -0.959
 522.2    235.79    526.81    -0.975
 522.4    235.25    521.27    -0.996
 522.6    234.67    517.30    -1.017
 522.8    234.08    521.11    -1.028
 523.0    233.36    525.97    -1.042
 523.2    232.43    530.83    -1.061
 523.4    231.50    531.91    -1.085
 523.6    230.57    527.77    -1.115
 523.8    229.82    523.59    -1.141
 524.0    229.17    519.48    -1.164
 524.2    228.52    520.40    -1.181
 524.4    227.85    524.66    -1.194
 524.6    227.04    528.93    -1.212
 524.8    226.21    532.95    -1.230
 525.0    225.38    534.68    -1.251
 525.2    224.61    535.81    -1.271
 525.4    224.06    536.95    -1.285
 525.6    223.53    538.03    -1.299
 525.8    223.00    538.88    -1.313
 526.0    222.52    539.71    -1.325
 526.2    222.12    540.53    -1.336
 526.4    221.71    539.65    -1.348
 526.6    221.31    536.54    -1.363
 526.8    221.03    533.43    -1.375
 527.0    220.81    530.31    -1.385
 527.2    220.59    527.43    -1.395
 527.4    220.38    524.75    -1.404
 527.6    220.38    522.06    -1.408
 527.8    220.48    519.40    -1.408
 528.0    220.58    518.85    -1.406
 528.2    220.63    516.47    -1.407
 528.4    218.95    496.89    -1.480
 528.6    216.40    474.79    -1.582
 528.8    214.07    461.05    -1.668
 529.0    212.29    455.78    -1.727
 529.2    210.11    450.51    -1.799
 529.4    207.52    445.24    -1.884
 529.6    204.93    441.39    -1.967
 529.8    202.54    442.75    -2.039
 530.0    200.29    444.58    -2.106
 530.2    198.68    446.42    -2.155
 530.4    197.21    448.25    -2.198
 530.6    195.75    448.49    -2.244
 530.8    194.68    443.38    -2.286
 531.0    193.88    437.82    -2.319
 531.2    192.90    432.27    -2.358
 531.4    191.85    426.72    -2.399
 531.6    190.90    421.53    -2.437
 531.8    193.29    420.64    -2.361
 532.0    197.36    421.01    -2.230
 532.2    199.74    421.38    -2.155
 532.4    199.69    421.75    -2.156
 532.6    199.63    422.12    -2.158
 532.8    199.57    424.99    -2.155
 533.0    199.51    431.26    -2.149
 533.2    199.48    437.55    -2.141
 533.4    200.20    443.83    -2.110
 533.6    201.18    450.12    -2.071
 533.8    202.18    456.17    -2.032
 534.0    203.17    456.80    -2.001
 534.2    204.16    455.18    -1.973
 534.4    204.98    453.57    -1.950
 534.6    205.26    451.96    -1.943
 534.8    205.51    450.35    -1.938
 535.0    205.76    452.18    -1.928
 535.2    206.01    458.86    -1.911
 535.4    206.26    465.58    -1.895
 535.6    207.04    472.29    -1.863
 535.8    208.20    479.00    -1.819
 536.0    209.35    485.71    -1.776
 536.2    210.51    490.59    -1.735
 536.4    211.67    491.84    -1.699
 536.6    212.71    492.99    -1.667
 536.8    212.68    494.15    -1.666
 537.0    212.38    495.30    -1.673
 537.2    212.08    495.82    -1.682
 537.4    211.78    486.97    -1.702
 537.6    211.48    475.03    -1.726
 537.8    211.02    465.38    -1.752
 538.0    210.02    459.64    -1.789
 538.2    208.98    453.96    -1.828
 538.4    207.94    447.60    -1.868
 538.6    206.90    436.17    -1.915
 538.8    205.86    423.73    -1.963
 539.0    205.02    413.95    -2.002
 539.2    204.75    409.23    -2.017
 539.4    204.52    404.63    -2.030
 539.6    204.28    400.29    -2.044
 539.8    204.05    398.27    -2.054
 540.0    203.82    396.81    -2.063
 540.2    203.85    395.35    -2.064
 540.4    204.57    393.89    -2.044
 540.6    205.32    392.43    -2.023
 540.8    206.07    391.56    -2.002
 541.0    206.83    393.93    -1.975
 541.2    207.58    396.81    -1.948
 541.4    208.22    399.68    -1.925
 541.6    208.60    402.55    -1.910
 541.8    208.98    405.42    -1.894
 542.0    209.35    407.67    -1.880
 542.2    209.72    407.39    -1.869
 542.4    210.09    406.84    -1.859
 542.6    210.23    406.30    -1.855
 542.8    210.12    405.74    -1.860
 543.0    210.01    405.20    -1.864
 543.2    209.90    405.29    -1.867
 543.4    209.79    408.61    -1.865
 543.6    209.68    412.38    -1.863
 543.8    209.65    416.16    -1.859
 544.0    209.67    419.93    -1.853
 544.2    209.69    423.70    -1.847
 544.4    209.70    425.96    -1.844
 544.6    209.72    424.63    -1.845
 544.8    209.63    423.15    -1.850
 545.0    208.86    421.67    -1.875
 545.2    207.96    420.18    -1.904
 545.4    207.06    418.69    -1.934
 545.6    206.17    417.13    -1.963
 545.8    205.27    415.53    -1.992
 546.0    204.50    413.93    -2.018
 546.2    204.08    412.33    -2.033
 546.4    203.68    410.73    -2.048
 546.6    203.28    409.07    -2.062
 546.8    202.88    405.63    -2.079
 547.0    202.74    401.37    -2.090
 547.2    204.56    397.11    -2.040
 547.4    206.81    392.85    -1.977
 547.6    209.10    393.06    -1.908
 547.8    211.53    401.55    -1.823
 548.0    213.54    410.22    -1.752
 548.2    214.00    418.90    -1.726
 548.4    214.32    427.57    -1.705
 548.6    214.64    435.01    -1.686
 548.8    214.96    440.05    -1.669
 549.0    215.53    445.03    -1.646
 549.2    216.57    450.00    -1.609
 549.4    217.62    454.95    -1.572
 549.6    218.67    459.02    -1.537
 549.8    219.69    462.71    -1.503
 550.0    220.27    466.40    -1.481
 550.2    220.73    470.10    -1.463
 550.4    221.19    472.65    -1.447
 550.6    221.63    473.99    -1.433
 550.8    221.93    475.34    -1.422
 551.0    222.17    476.68    -1.414
 551.2    223.26    478.98    -1.380
 551.4    225.54    482.18    -1.312
 551.6    225.10    485.38    -1.320
 551.8    223.50    488.58    -1.361
 552.0    221.95    482.56    -1.412
 552.2    220.72    458.01    -1.479
 552.4    221.01    440.49    -1.494
 552.6    221.93    434.01    -1.477
 552.8    222.84    438.87    -1.444
 553.0    223.58    451.37    -1.407
 553.2    223.82    463.88    -1.384
 553.4    224.04    474.98    -1.363
 553.6    224.29    484.07    -1.344
 553.8    224.94    493.14    -1.315
 554.0    225.69    501.55    -1.283
 554.2    226.49    507.81    -1.253
 554.4    228.49    513.92    -1.190
 554.6    231.00    521.45    -1.111
 554.8    233.52    534.80    -1.026
 555.0    236.23    548.77    -0.937
 555.2    239.00    560.50    -0.849
 555.4    241.35    568.81    -0.777
 555.6    243.00    576.24    -0.725
 555.8    247.49    576.81    -0.608
 556.0    246.39    575.88    -0.637
 556.2    245.89    569.28    -0.658
 556.4    249.58    554.68    -0.580
 556.6    247.26    540.04    -0.657
 556.8    243.17    524.98    -0.782
 557.0    239.89    509.25    -0.887
 557.2    238.96    492.40    -0.933
 557.4    237.94    471.58    -0.987
 557.6    236.55    450.59    -1.051
 557.8    235.12    442.67    -1.100
 558.0    232.68    442.67    -1.166
 558.2    230.07    444.50    -1.235
 558.4    230.12    453.52    -1.222
 558.6    230.21    463.26    -1.207
 558.8    230.27    472.60    -1.193
 559.0    230.02    481.57    -1.188
 559.2    229.28    490.29    -1.197
 559.4    228.56    495.09    -1.211
 559.6    229.18    498.55    -1.190
 559.8    230.46    502.60    -1.150
 560.0    231.50    508.46    -1.114
 560.2    231.71    513.98    -1.101
 560.4    231.86    511.41    -1.100
 560.6    232.70    495.96    -1.097
 560.8    233.86    476.34    -1.090
 561.0    234.50    467.63    -1.084
 561.2    234.23    475.51    -1.081
 561.4    235.10    482.84    -1.048
 561.6    237.34    485.71    -0.985
 561.8    239.54    489.89    -0.921
 562.0    240.90    494.82    -0.879
 562.2    241.93    496.35    -0.850
 562.4    243.33    495.18    -0.815
 562.6    244.96    503.65    -0.762
 562.8    245.72    521.65    -0.720
 563.0    245.78    531.54    -0.706
 563.2    246.20    529.91    -0.697
 563.4    247.09    532.70    -0.671
 563.6    248.40    545.43    -0.622
 563.8    250.29    553.05    -0.564
 564.0    251.60    551.00    -0.534
 564.2    252.09    554.74    -0.517
 564.4    252.43    569.72    -0.490
 564.6    252.58    579.39    -0.475
 564.8    252.31    580.67    -0.481
 565.0    251.66    583.27    -0.494
 565.2    252.12    587.49    -0.477
 565.4    253.31    585.64    -0.450
 565.6    253.93    579.31    -0.441
 565.8    254.22    592.14    -0.419
 566.0    254.15    618.50    -0.391
 566.2    253.95    623.74    -0.390
 566.4    254.13    619.43    -0.391
 566.6    254.35    621.07    -0.383
 566.8    253.87    624.86    -0.391
 567.0    253.33    623.45    -0.406
 567.2    253.57    619.81    -0.404
 567.4    253.79    611.91    -0.407
 567.6    253.30    605.14    -0.428
 567.8    252.85    609.47    -0.434
 568.0    252.90    614.28    -0.427
 568.2    252.66    613.91    -0.434
 568.4    251.31    610.81    -0.471
 568.6    250.40    599.18    -0.508
 568.8    250.90    589.44    -0.506
 569.0    251.10    589.39    -0.501
 569.2    250.46    589.84    -0.517
 569.4    250.27    589.38    -0.522
 569.6    250.92    588.82    -0.506
 569.8    251.43    588.16    -0.494
 570.0    251.65    586.60    -0.490
 570.2    251.80    582.95    -0.491
 570.4    251.81    581.89    -0.492
 570.6    251.49    589.81    -0.491
 570.8    250.42    596.20    -0.511
 571.0    249.87    595.30    -0.526
 571.2    250.75    595.53    -0.503
 571.4    251.37    602.53    -0.479
 571.6    250.84    608.93    -0.485
 571.8    249.97    607.09    -0.510
 572.0    248.14    604.81    -0.559
 572.2    246.60    608.59    -0.594
 572.4    246.97    612.99    -0.580
 572.6    247.61    613.17    -0.563
 572.8    248.32    612.28    -0.546
 573.0    249.01    612.49    -0.528
 573.2    249.01    612.99    -0.527
 573.4    248.82    608.61    -0.537
 573.6    249.68    601.78    -0.523
 573.8    251.07    603.15    -0.486
 574.0    251.79    612.58    -0.457
 574.2    251.83    617.35    -0.451
 574.4    251.88    611.33    -0.456
 574.6    251.98    605.44    -0.461
 574.8    251.90    602.74    -0.466
 575.0    250.71    600.31    -0.498
 575.2    249.36    593.73    -0.540
 575.4    249.93    585.53    -0.535
 575.6    251.51    582.04    -0.499
 575.8    252.57    585.75    -0.468
 576.0    252.74    588.64    -0.461
 576.2    252.82    587.14    -0.460
 576.4    252.33    585.06    -0.475
 576.6    251.69    586.48    -0.490
 576.8    251.31    591.55    -0.493
 577.0    251.32    595.21    -0.489
 577.2    251.33    590.03    -0.495
 577.4    251.26    583.34    -0.504
 577.6    251.16    582.11    -0.508
 577.8    250.92    590.83    -0.504
 578.0    250.21    599.48    -0.512
 578.2    249.46    601.91    -0.529
 578.4    249.73    601.79    -0.522
 578.6    251.12    602.56    -0.486
 578.8    252.48    607.90    -0.445
 579.0    252.56    613.87    -0.436
 579.2    252.06    617.22    -0.445
 579.4    251.38    614.23    -0.466
 579.6    248.33    610.95    -0.547
 579.8    244.81    581.97    -0.671
 580.0    243.54    521.42    -0.776
 580.2    240.17    510.23    -0.879
 580.4    236.16    502.88    -0.995
 580.6    232.16    497.28    -1.110
 580.8    229.12    491.70    -1.200
 581.0    226.94    486.23    -1.268
 581.2    224.48    484.93    -1.338
 581.4    221.19    485.80    -1.430
 581.6    218.66    486.68    -1.501
 581.8    217.06    487.56    -1.546
 582.0    215.30    488.02    -1.597
 582.2    212.60    486.89    -1.678
 582.4    210.03    485.62    -1.756
 582.6    208.84    484.35    -1.793
 582.8    207.85    483.07    -1.824
 583.0    207.02    482.07    -1.851
 583.2    208.41    481.37    -1.810
 583.4    210.39    480.68    -1.751
 583.6    211.47    479.98    -1.720
 583.8    212.36    479.28    -1.694
 584.0    213.25    478.58    -1.669
 584.2    214.14    477.89    -1.644
 584.4    215.03    477.19    -1.619
 584.6    215.92    476.49    -1.594
 584.8    216.81    475.79    -1.569
 585.0    217.70    475.10    -1.544
 585.2    218.59    474.40    -1.519
 585.4    219.48    473.70    -1.494
 585.6    220.37    473.00    -1.470
 585.8    221.26    472.31    -1.445
 586.0    222.15    471.61    -1.421
 586.2    223.04    470.91    -1.396
 586.4    223.93    469.65    -1.373
 586.6    224.77    466.54    -1.354
 586.8    225.60    463.30    -1.334
 587.0    227.19    460.05    -1.294
 587.2    229.42    456.81    -1.237
 587.4    231.65    453.57    -1.180
 587.6    233.88    452.22    -1.121
 587.8    236.13    455.19    -1.057
 588.0    238.40    458.34    -0.992
 588.2    240.62    461.48    -0.929
 588.4    242.84    464.62    -0.867
 588.6    245.06    467.67    -0.805
 588.8    246.98    469.87    -0.752
 589.0    248.50    471.89    -0.711
 589.2    249.86    473.91    -0.673
 589.4    249.62    475.93    -0.677
 589.6    248.97    477.95    -0.691
 589.8    248.30    478.88    -0.707
 590.0    246.82    464.65    -0.763
 590.2    244.87    445.55    -0.839
 590.4    242.84    430.98    -0.911
 590.6    240.63    435.10    -0.964
 590.8    238.41    441.27    -1.014
 591.0    236.48    447.43    -1.058
 591.2    234.79    453.60    -1.095
 591.4    233.10    459.76    -1.132
 591.6    231.41    465.93    -1.170
 591.8    229.73    472.10    -1.208
 592.0    228.04    478.26    -1.247
 592.2    226.37    483.98    -1.286
 592.4    226.75    488.55    -1.270
 592.6    228.53    493.05    -1.215
 592.8    229.93    497.56    -1.170
 593.0    230.98    502.06    -1.136
 593.2    232.03    506.56    -1.102
 593.4    233.18    511.28    -1.064
 593.6    235.19    516.43    -1.004
 593.8    237.36    521.59    -0.939
 594.0    238.12    526.75    -0.913
 594.2    238.08    531.91    -0.908
 594.4    238.03    536.56    -0.903
 594.6    237.90    522.55    -0.924
 594.8    236.50    499.13    -0.990
 595.0    234.66    475.71    -1.069
 595.2    232.63    461.33    -1.143
 595.4    229.68    457.60    -1.229
 595.6    226.60    453.89    -1.319
 595.8    223.52    450.19    -1.410
 596.0    220.84    449.54    -1.487
 596.2    219.10    451.97    -1.534
 596.4    217.41    454.39    -1.579
 596.6    216.43    456.82    -1.604
 596.8    216.39    459.25    -1.602
 597.0    216.35    461.68    -1.600
 597.2    216.32    464.16    -1.598
 597.4    216.32    470.87    -1.589
 597.6    217.09    480.16    -1.555
 597.8    218.15    489.46    -1.512
 598.0    219.32    499.42    -1.466
 598.2    220.89    510.61    -1.407
 598.4    222.50    521.84    -1.348
 598.6    224.10    533.05    -1.289
 598.8    225.68    542.55    -1.233
 599.0    226.92    542.62    -1.198
 599.2    228.05    541.27    -1.168
 599.4    229.15    539.93    -1.140
 599.6    229.73    538.58    -1.125
 599.8    230.16    537.23    -1.115
 600.0    230.58    535.89    -1.105
 600.2    231.01    534.69    -1.095
 600.4    231.43    535.29    -1.083
 600.6    231.85    536.42    -1.070
 600.8    232.28    537.55    -1.057
 601.0    232.91    538.68    -1.038
 601.2    233.68    539.81    -1.016
 601.4    234.46    540.94    -0.994
 601.6    235.23    541.95    -0.972
 601.8    236.01    540.54    -0.952
 602.0    236.78    538.23    -0.934
 602.2    237.55    535.92    -0.917
 602.4    237.97    533.60    -0.908
 602.6    238.15    531.29    -0.906
 602.8    238.34    528.98    -0.904
 603.0    238.52    526.65    -0.902
 603.2    238.71    523.70    -0.901
 603.4    238.89    520.42    -0.900
 603.6    239.08    517.14    -0.899
 603.8    239.63    513.86    -0.888
 604.0    240.40    510.58    -0.872
 604.2    241.16    507.29    -0.856
 604.4    241.93    504.15    -0.840
 604.6    242.70    505.94    -0.817
 604.8    243.47    510.20    -0.792
 605.0    244.24    514.45    -0.767
 605.2    244.91    518.70    -0.744
 605.4    245.52    522.96    -0.723
 605.6    246.12    527.21    -0.702
 605.8    246.73    531.38    -0.682
 606.0    247.34    533.22    -0.664
 606.2    247.95    533.99    -0.647
 606.4    248.62    534.76    -0.629
 606.6    249.51    535.53    -0.605
 606.8    250.43    536.30    -0.581
 607.0    251.34    537.07    -0.557
 607.2    252.26    539.32    -0.531
 607.4    253.17    545.44    -0.501
 607.6    254.09    551.77    -0.470
 607.8    254.93    558.10    -0.441
 608.0    255.69    564.44    -0.415
 608.2    256.45    570.77    -0.388
 608.4    257.21    576.62    -0.363
 608.6    257.97    577.44    -0.343
 608.8    258.73    576.91    -0.325
 609.0    259.12    577.61    -0.314
 609.2    258.89    579.33    -0.318
 609.4    258.64    581.06    -0.322
 609.6    258.40    582.77    -0.326
 609.8    258.15    584.44    -0.330
 610.0    257.91    586.11    -0.334
 610.2    257.75    587.77    -0.336
 610.4    257.75    589.44    -0.334
 610.6    257.76    591.10    -0.332
 610.8    257.76    593.23    -0.330
 611.0    257.77    597.56    -0.325
 611.2    257.87    602.19    -0.317
 611.4    259.51    606.82    -0.271
 611.6    259.27    611.45    -0.272
 611.8    259.00    616.08    -0.273
 612.0    258.73    618.68    -0.277
 612.2    258.46    615.85    -0.287
 612.4    258.19    612.73    -0.297
 612.6    257.89    609.60    -0.308
 612.8    257.56    606.48    -0.320
 613.0    257.22    603.36    -0.332
 613.2    256.89    601.59    -0.342
 613.4    256.55    604.52    -0.347
 613.6    256.21    607.84    -0.352
 613.8    255.77    611.16    -0.359
 614.0    255.19    614.48    -0.370
 614.2    254.61    617.80    -0.380
 614.4    254.03    620.07    -0.392
 614.6    253.45    619.66    -0.407
 614.8    252.88    619.12    -0.422
 615.0    252.53    618.57    -0.432
 615.2    252.54    618.03    -0.432
 615.4    252.55    617.49    -0.433
 615.6    252.57    616.89    -0.433
 615.8    252.58    616.04    -0.433
 616.0    252.60    615.17    -0.434
 616.2    252.52    614.29    -0.437
 616.4    252.42    613.42    -0.440
 616.6    252.40    612.54    -0.442
 616.8    252.37    611.67    -0.444
 617.0    252.35    610.75    -0.445
 617.2    252.32    609.72    -0.447
 617.4    252.30    608.69    -0.449
 617.6    252.09    607.66    -0.455
 617.8    251.48    606.62    -0.472
 618.0    250.85    605.59    -0.489
 618.2    250.23    604.56    -0.506
 618.4    249.60    603.76    -0.523
 618.6    248.98    603.52    -0.539
 618.8    248.35    603.30    -0.555
 619.0    247.80    603.08    -0.570
 619.2    247.43    602.86    -0.579
 619.4    247.08    602.64    -0.589
 619.6    246.72    602.42    -0.598
 619.8    246.36    602.94    -0.607
 620.0    246.00    603.97    -0.615
 620.2    245.65    604.99    -0.623
 620.4    245.29    606.02    -0.631
 620.6    244.95    607.04    -0.639
